"rownames(HR_result)"	"beta"	"HR"	"HR_CI.95..CI.for.HR."	"Likelihood.test"	"p.value"
"7415"	"Q9NUD5"	"0.16"	"1.2"	" (0.79-1.7)"	"0.61"	"0.43"
"7416"	"Q9NUG6"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.96"	"0.33"
"7417"	"Q9NUI1"	"0.1"	"1.1"	" (0.76-1.6)"	"0.29"	"0.59"
"7418"	"Q9NUJ1"	"-0.36"	"0.7"	" (0.48-1)"	"3.6"	"0.059"
"7419"	"Q9NUJ3"	"0.096"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
"7420"	"Q9NUL3"	"0.08"	"1.1"	" (0.75-1.6)"	"0.18"	"0.67"
"7421"	"Q9NUL5"	"-0.031"	"0.97"	" (0.67-1.4)"	"0.027"	"0.87"
"7422"	"Q9NUL7"	"0.11"	"1.1"	" (0.76-1.6)"	"0.34"	"0.56"
"7423"	"Q9NUM4"	"0.19"	"1.2"	" (0.84-1.8)"	"1"	"0.31"
"7424"	"Q9NUN5"	"0.6"	"1.8"	" (1.2-2.7)"	"9.1"	"0.0025"
"7425"	"Q9NUP1"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"7426"	"Q9NUP7"	"-0.17"	"0.85"	" (0.55-1.3)"	"0.57"	"0.45"
"7427"	"Q9NUP9"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.44"	"0.51"
"7428"	"Q9NUQ2"	"0.029"	"1"	" (0.71-1.5)"	"0.024"	"0.88"
"7429"	"Q9NUQ3"	"0.17"	"1.2"	" (0.81-1.7)"	"0.76"	"0.38"
"7430"	"Q9NUQ6"	"0.21"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"7431"	"Q9NUQ7"	"0.011"	"1"	" (0.7-1.5)"	"0.0031"	"0.96"
"7432"	"Q9NUQ8"	"0.11"	"1.1"	" (0.77-1.6)"	"0.32"	"0.57"
"7433"	"Q9NUQ9"	"0.44"	"1.5"	" (1.1-2.3)"	"5.3"	"0.022"
"7434"	"Q9NUS5"	"0.37"	"1.4"	" (0.98-2.1)"	"3.6"	"0.059"
"7435"	"Q9NUT2"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.55"	"0.46"
"7436"	"Q9NUU6"	"0.32"	"1.4"	" (0.95-2)"	"2.9"	"0.089"
"7437"	"Q9NUU7"	"0.049"	"1"	" (0.72-1.5)"	"0.066"	"0.8"
"7438"	"Q9NUV9"	"-0.00094"	"1"	" (0.69-1.4)"	"2.4e-05"	"1"
"7439"	"Q9NUW8"	"0.28"	"1.3"	" (0.91-1.9)"	"2.1"	"0.14"
"7440"	"Q9NUX5"	"-0.096"	"0.91"	" (0.6-1.4)"	"0.21"	"0.64"
"7441"	"Q9NUY8"	"-0.0078"	"0.99"	" (0.68-1.4)"	"0.0017"	"0.97"
"7442"	"Q9NV06"	"0.45"	"1.6"	" (1.1-2.3)"	"5.7"	"0.017"
"7443"	"Q9NV31"	"0.13"	"1.1"	" (0.78-1.6)"	"0.46"	"0.5"
"7444"	"Q9NV64"	"0.21"	"1.2"	" (0.81-1.9)"	"0.95"	"0.33"
"7445"	"Q9NV70"	"0.11"	"1.1"	" (0.77-1.6)"	"0.33"	"0.57"
"7446"	"Q9NV88"	"-0.08"	"0.92"	" (0.64-1.3)"	"0.18"	"0.67"
"7447"	"Q9NV96"	"0.29"	"1.3"	" (0.92-1.9)"	"2.3"	"0.13"
"7448"	"Q9NVA1"	"-0.23"	"0.79"	" (0.55-1.2)"	"1.5"	"0.22"
"7449"	"Q9NVA2"	"-0.34"	"0.71"	" (0.49-1)"	"3.3"	"0.071"
"7450"	"Q9NVA4"	"0.51"	"1.7"	" (1.1-2.4)"	"7.2"	"0.0074"
"7451"	"Q9NVC3"	"0.47"	"1.6"	" (1-2.5)"	"4.6"	"0.031"
"7452"	"Q9NVC6"	"0.16"	"1.2"	" (0.8-1.7)"	"0.66"	"0.42"
"7453"	"Q9NVD7"	"0.18"	"1.2"	" (0.82-1.7)"	"0.86"	"0.35"
"7454"	"Q9NVE5"	"0.3"	"1.4"	" (0.93-2)"	"2.6"	"0.11"
"7455"	"Q9NVE7"	"-0.27"	"0.76"	" (0.52-1.1)"	"2.1"	"0.15"
"7456"	"Q9NVG8"	"-0.15"	"0.86"	" (0.6-1.3)"	"0.6"	"0.44"
"7457"	"Q9NVH0"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"7458"	"Q9NVH1"	"-0.2"	"0.82"	" (0.57-1.2)"	"1.1"	"0.3"
"7459"	"Q9NVH2"	"0.13"	"1.1"	" (0.79-1.6)"	"0.47"	"0.49"
"7460"	"Q9NVH6"	"-0.086"	"0.92"	" (0.63-1.3)"	"0.21"	"0.65"
"7461"	"Q9NVI1"	"0.29"	"1.3"	" (0.9-2)"	"2"	"0.16"
"7462"	"Q9NVI7"	"0.069"	"1.1"	" (0.74-1.6)"	"0.13"	"0.71"
"7463"	"Q9NVJ2"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"7464"	"Q9NVK5"	"0.26"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"7465"	"Q9NVM1"	"0.17"	"1.2"	" (0.82-1.7)"	"0.81"	"0.37"
"7466"	"Q9NVM6"	"-0.16"	"0.85"	" (0.58-1.3)"	"0.67"	"0.41"
"7467"	"Q9NVM9"	"0.27"	"1.3"	" (0.9-1.9)"	"2"	"0.15"
"7468"	"Q9NVN3"	"0.18"	"1.2"	" (0.77-1.9)"	"0.62"	"0.43"
"7469"	"Q9NVN8"	"0.015"	"1"	" (0.7-1.5)"	"0.0062"	"0.94"
"7470"	"Q9NVP1"	"0.081"	"1.1"	" (0.75-1.6)"	"0.18"	"0.67"
"7471"	"Q9NVP4"	"-0.0076"	"0.99"	" (0.68-1.4)"	"0.0016"	"0.97"
"7472"	"Q9NVQ4"	"-0.054"	"0.95"	" (0.64-1.4)"	"0.072"	"0.79"
"7473"	"Q9NVR0"	"-0.072"	"0.93"	" (0.63-1.4)"	"0.13"	"0.72"
"7474"	"Q9NVR2"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"7475"	"Q9NVS2"	"-0.16"	"0.85"	" (0.58-1.2)"	"0.75"	"0.39"
"7476"	"Q9NVS9"	"-0.29"	"0.75"	" (0.51-1.1)"	"2.4"	"0.12"
"7477"	"Q9NVT9"	"-0.16"	"0.86"	" (0.59-1.2)"	"0.68"	"0.41"
"7478"	"Q9NVU0"	"0.19"	"1.2"	" (0.83-1.7)"	"0.98"	"0.32"
"7479"	"Q9NVU7"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.47"	"0.5"
"7480"	"Q9NVV0"	"0.13"	"1.1"	" (0.75-1.7)"	"0.36"	"0.55"
"7481"	"Q9NVV4"	"-0.034"	"0.97"	" (0.67-1.4)"	"0.032"	"0.86"
"7482"	"Q9NVV5"	"0.16"	"1.2"	" (0.79-1.7)"	"0.6"	"0.44"
"7483"	"Q9NVX2"	"0.021"	"1"	" (0.7-1.5)"	"0.012"	"0.91"
"7484"	"Q9NVX7"	"0.08"	"1.1"	" (0.73-1.6)"	"0.16"	"0.69"
"7485"	"Q9NVZ3"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"7486"	"Q9NW07"	"-0.061"	"0.94"	" (0.63-1.4)"	"0.088"	"0.77"
"7487"	"Q9NW08"	"0.035"	"1"	" (0.71-1.5)"	"0.035"	"0.85"
"7488"	"Q9NW13"	"0.11"	"1.1"	" (0.77-1.6)"	"0.31"	"0.58"
"7489"	"Q9NW15"	"0.39"	"1.5"	" (1-2.1)"	"4.1"	"0.044"
"7490"	"Q9NW61"	"-0.19"	"0.83"	" (0.57-1.2)"	"1"	"0.31"
"7491"	"Q9NW64"	"0.13"	"1.1"	" (0.78-1.6)"	"0.45"	"0.5"
"7492"	"Q9NW68"	"-0.09"	"0.91"	" (0.63-1.3)"	"0.23"	"0.63"
"7493"	"Q9NW81"	"-0.24"	"0.78"	" (0.53-1.2)"	"1.4"	"0.23"
"7494"	"Q9NW82"	"-0.0051"	"0.99"	" (0.69-1.4)"	"0.00072"	"0.98"
"7495"	"Q9NW97"	"-0.17"	"0.85"	" (0.58-1.2)"	"0.77"	"0.38"
"7496"	"Q9NWA0"	"0.19"	"1.2"	" (0.77-1.9)"	"0.67"	"0.41"
"7497"	"Q9NWB6"	"0.037"	"1"	" (0.72-1.5)"	"0.039"	"0.84"
"7498"	"Q9NWB7"	"-0.25"	"0.78"	" (0.5-1.2)"	"1.2"	"0.28"
"7499"	"Q9NWH9"	"-0.16"	"0.85"	" (0.59-1.2)"	"0.69"	"0.41"
"7500"	"Q9NWK9"	"0.47"	"1.6"	" (1-2.4)"	"4.7"	"0.031"
"7501"	"Q9NWM3"	"-0.0037"	"1"	" (0.64-1.5)"	"0.00028"	"0.99"
"7502"	"Q9NWM8"	"-0.082"	"0.92"	" (0.63-1.4)"	"0.17"	"0.68"
"7503"	"Q9NWQ8"	"0.011"	"1"	" (0.68-1.5)"	"0.0032"	"0.95"
"7504"	"Q9NWQ9"	"0.17"	"1.2"	" (0.8-1.8)"	"0.73"	"0.39"
"7505"	"Q9NWR8"	"0.26"	"1.3"	" (0.9-1.9)"	"1.9"	"0.17"
"7506"	"Q9NWS0"	"-0.0098"	"0.99"	" (0.68-1.4)"	"0.0027"	"0.96"
"7507"	"Q9NWS8"	"-0.13"	"0.87"	" (0.6-1.3)"	"0.51"	"0.48"
"7508"	"Q9NWT1"	"0.078"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"7509"	"Q9NWT6"	"0.052"	"1.1"	" (0.73-1.5)"	"0.076"	"0.78"
"7510"	"Q9NWU1"	"-0.22"	"0.81"	" (0.56-1.2)"	"1.3"	"0.26"
"7511"	"Q9NWU2"	"0.091"	"1.1"	" (0.76-1.6)"	"0.23"	"0.63"
"7512"	"Q9NWU5"	"0.16"	"1.2"	" (0.81-1.7)"	"0.69"	"0.41"
"7513"	"Q9NWV4"	"-0.28"	"0.76"	" (0.52-1.1)"	"2.1"	"0.14"
"7514"	"Q9NWV8"	"-0.071"	"0.93"	" (0.64-1.3)"	"0.14"	"0.71"
"7515"	"Q9NWW5"	"0.087"	"1.1"	" (0.73-1.6)"	"0.19"	"0.67"
"7516"	"Q9NWW6"	"-0.41"	"0.67"	" (0.45-0.99)"	"4.1"	"0.043"
"7517"	"Q9NWX6"	"0.079"	"1.1"	" (0.75-1.6)"	"0.17"	"0.68"
"7518"	"Q9NWY4"	"-0.064"	"0.94"	" (0.64-1.4)"	"0.11"	"0.74"
"7519"	"Q9NWZ3"	"-0.27"	"0.76"	" (0.53-1.1)"	"2"	"0.15"
"7520"	"Q9NWZ5"	"0.0032"	"1"	" (0.69-1.5)"	"0.00028"	"0.99"
"7521"	"Q9NWZ8"	"0.26"	"1.3"	" (0.83-2)"	"1.3"	"0.25"
"7522"	"Q9NX00"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.3"	"0.26"
"7523"	"Q9NX02"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"7524"	"Q9NX05"	"-0.23"	"0.79"	" (0.54-1.1)"	"1.5"	"0.22"
"7525"	"Q9NX07"	"0.2"	"1.2"	" (0.81-1.8)"	"0.9"	"0.34"
"7526"	"Q9NX08"	"-0.18"	"0.83"	" (0.57-1.2)"	"0.94"	"0.33"
"7527"	"Q9NX14"	"0.17"	"1.2"	" (0.81-1.7)"	"0.77"	"0.38"
"7528"	"Q9NX18"	"-0.013"	"0.99"	" (0.67-1.4)"	"0.0047"	"0.95"
"7529"	"Q9NX20"	"0.049"	"1.1"	" (0.72-1.5)"	"0.067"	"0.8"
"7530"	"Q9NX24"	"-0.0062"	"0.99"	" (0.69-1.4)"	"0.0011"	"0.97"
"7531"	"Q9NX40"	"-0.06"	"0.94"	" (0.65-1.4)"	"0.1"	"0.75"
"7532"	"Q9NX46"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.23"
"7533"	"Q9NX47"	"-0.0067"	"0.99"	" (0.69-1.4)"	"0.0013"	"0.97"
"7534"	"Q9NX55"	"-0.023"	"0.98"	" (0.67-1.4)"	"0.015"	"0.9"
"7535"	"Q9NX57"	"-0.06"	"0.94"	" (0.65-1.4)"	"0.099"	"0.75"
"7536"	"Q9NX58"	"0.074"	"1.1"	" (0.74-1.6)"	"0.15"	"0.7"
"7537"	"Q9NX61"	"0.13"	"1.1"	" (0.77-1.7)"	"0.44"	"0.51"
"7538"	"Q9NX62"	"0.0024"	"1"	" (0.69-1.5)"	"0.00016"	"0.99"
"7539"	"Q9NX63"	"0.1"	"1.1"	" (0.76-1.6)"	"0.28"	"0.59"
"7540"	"Q9NX70"	"0.14"	"1.2"	" (0.76-1.7)"	"0.44"	"0.51"
"7541"	"Q9NX74"	"0.091"	"1.1"	" (0.74-1.6)"	"0.21"	"0.65"
"7542"	"Q9NX76"	"0.37"	"1.4"	" (0.99-2.1)"	"3.6"	"0.057"
"7543"	"Q9NX78"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.48"	"0.49"
"7544"	"Q9NXA8"	"-0.27"	"0.77"	" (0.53-1.1)"	"2"	"0.16"
"7545"	"Q9NXC2"	"-0.27"	"0.76"	" (0.53-1.1)"	"2.1"	"0.15"
"7546"	"Q9NXC5"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.8"	"0.18"
"7547"	"Q9NXD2"	"-0.41"	"0.67"	" (0.46-0.97)"	"4.6"	"0.033"
"7548"	"Q9NXE4"	"0.17"	"1.2"	" (0.82-1.7)"	"0.81"	"0.37"
"7549"	"Q9NXF1"	"0.3"	"1.4"	" (0.93-2)"	"2.6"	"0.11"
"7550"	"Q9NXF7"	"-0.019"	"0.98"	" (0.65-1.5)"	"0.0079"	"0.93"
"7551"	"Q9NXG2"	"0.018"	"1"	" (0.7-1.5)"	"0.0093"	"0.92"
"7552"	"Q9NXG6"	"-0.06"	"0.94"	" (0.62-1.4)"	"0.08"	"0.78"
"7553"	"Q9NXH8"	"0.14"	"1.2"	" (0.8-1.7)"	"0.57"	"0.45"
"7554"	"Q9NXH9"	"0.22"	"1.2"	" (0.86-1.8)"	"1.4"	"0.24"
"7555"	"Q9NXJ5"	"0.0042"	"1"	" (0.67-1.5)"	"0.00042"	"0.98"
"7556"	"Q9NXK8"	"-0.077"	"0.93"	" (0.63-1.4)"	"0.15"	"0.69"
"7557"	"Q9NXN4"	"0.17"	"1.2"	" (0.82-1.7)"	"0.78"	"0.38"
"7558"	"Q9NXR1"	"0.13"	"1.1"	" (0.78-1.7)"	"0.47"	"0.49"
"7559"	"Q9NXR5"	"0.076"	"1.1"	" (0.72-1.6)"	"0.14"	"0.71"
"7560"	"Q9NXR7"	"-0.067"	"0.94"	" (0.64-1.4)"	"0.12"	"0.73"
"7561"	"Q9NXR8"	"0.014"	"1"	" (0.66-1.5)"	"0.0041"	"0.95"
"7562"	"Q9NXS2"	"0.00072"	"1"	" (0.69-1.5)"	"1.4e-05"	"1"
"7563"	"Q9NXU5"	"-0.051"	"0.95"	" (0.66-1.4)"	"0.071"	"0.79"
"7564"	"Q9NXV6"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.5"	"0.12"
"7565"	"Q9NXW2"	"0.17"	"1.2"	" (0.82-1.7)"	"0.81"	"0.37"
"7566"	"Q9NXW9"	"-0.085"	"0.92"	" (0.62-1.4)"	"0.18"	"0.67"
"7567"	"Q9NXX6"	"-0.33"	"0.72"	" (0.49-1.1)"	"2.8"	"0.095"
"7568"	"Q9NY12"	"-0.1"	"0.9"	" (0.62-1.3)"	"0.29"	"0.59"
"7569"	"Q9NY15"	"-0.41"	"0.67"	" (0.46-0.97)"	"4.6"	"0.032"
"7570"	"Q9NY25"	"0.16"	"1.2"	" (0.76-1.8)"	"0.54"	"0.46"
"7571"	"Q9NY27"	"0.16"	"1.2"	" (0.81-1.7)"	"0.72"	"0.4"
"7572"	"Q9NY33"	"0.035"	"1"	" (0.71-1.5)"	"0.034"	"0.85"
"7573"	"Q9NY35"	"0.56"	"1.8"	" (1.2-2.6)"	"8.2"	"0.0043"
"7574"	"Q9NY47"	"-0.35"	"0.7"	" (0.46-1.1)"	"2.8"	"0.093"
"7575"	"Q9NY59"	"-0.37"	"0.69"	" (0.47-1)"	"3.5"	"0.061"
"7576"	"Q9NY61"	"0.26"	"1.3"	" (0.89-1.9)"	"1.9"	"0.17"
"7577"	"Q9NY93"	"0.35"	"1.4"	" (0.98-2.1)"	"3.5"	"0.062"
"7578"	"Q9NY97"	"0.3"	"1.3"	" (0.92-2)"	"2.3"	"0.13"
"7579"	"Q9NYB0"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.9"	"0.34"
"7580"	"Q9NYB9"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"7581"	"Q9NYF8"	"-0.22"	"0.8"	" (0.55-1.2)"	"1.4"	"0.24"
"7582"	"Q9NYG2"	"0.4"	"1.5"	" (1-2.2)"	"4.1"	"0.043"
"7583"	"Q9NYH9"	"0.3"	"1.4"	" (0.93-2)"	"2.5"	"0.11"
"7584"	"Q9NYI0"	"0.14"	"1.2"	" (0.79-1.7)"	"0.56"	"0.45"
"7585"	"Q9NYJ1"	"-0.29"	"0.75"	" (0.5-1.1)"	"2.1"	"0.15"
"7586"	"Q9NYJ8"	"0.067"	"1.1"	" (0.71-1.6)"	"0.11"	"0.75"
"7587"	"Q9NYK1"	"0.032"	"1"	" (0.69-1.5)"	"0.025"	"0.87"
"7588"	"Q9NYK5"	"-0.067"	"0.94"	" (0.65-1.4)"	"0.13"	"0.72"
"7589"	"Q9NYL2"	"0.18"	"1.2"	" (0.83-1.7)"	"0.92"	"0.34"
"7590"	"Q9NYL4"	"-0.21"	"0.81"	" (0.56-1.2)"	"1.2"	"0.28"
"7591"	"Q9NYL9"	"0.14"	"1.1"	" (0.79-1.7)"	"0.54"	"0.46"
"7592"	"Q9NYM9"	"0.089"	"1.1"	" (0.75-1.6)"	"0.22"	"0.64"
"7593"	"Q9NYN1"	"-0.22"	"0.8"	" (0.53-1.2)"	"1.1"	"0.29"
"7594"	"Q9NYQ7"	"0.017"	"1"	" (0.67-1.6)"	"0.0062"	"0.94"
"7595"	"Q9NYR9"	"0.13"	"1.1"	" (0.79-1.7)"	"0.49"	"0.48"
"7596"	"Q9NYT0"	"0.66"	"1.9"	" (1.3-2.8)"	"12"	"0.00051"
"7597"	"Q9NYU1"	"0.16"	"1.2"	" (0.81-1.7)"	"0.75"	"0.39"
"7598"	"Q9NYU2"	"0.083"	"1.1"	" (0.75-1.6)"	"0.19"	"0.66"
"7599"	"Q9NYV4"	"0.31"	"1.4"	" (0.94-2)"	"2.7"	"0.1"
"7600"	"Q9NYY8"	"0.33"	"1.4"	" (0.95-2)"	"2.9"	"0.086"
"7601"	"Q9NZ01"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.34"	"0.56"
"7602"	"Q9NZ08"	"0.1"	"1.1"	" (0.77-1.6)"	"0.3"	"0.58"
"7603"	"Q9NZ09"	"0.15"	"1.2"	" (0.8-1.7)"	"0.66"	"0.42"
"7604"	"Q9NZ32"	"-0.076"	"0.93"	" (0.64-1.3)"	"0.16"	"0.69"
"7605"	"Q9NZ43"	"0.12"	"1.1"	" (0.78-1.6)"	"0.43"	"0.51"
"7606"	"Q9NZ45"	"0.067"	"1.1"	" (0.74-1.6)"	"0.13"	"0.72"
"7607"	"Q9NZ52"	"-0.11"	"0.9"	" (0.62-1.3)"	"0.33"	"0.57"
"7608"	"Q9NZ63"	"-0.24"	"0.78"	" (0.54-1.1)"	"1.6"	"0.2"
"7609"	"Q9NZA1"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"7610"	"Q9NZB2"	"-0.00064"	"1"	" (0.69-1.4)"	"1.1e-05"	"1"
"7611"	"Q9NZB8"	"-0.34"	"0.71"	" (0.46-1.1)"	"2.5"	"0.11"
"7612"	"Q9NZC3"	"0.39"	"1.5"	" (1-2.2)"	"3.9"	"0.048"
"7613"	"Q9NZC7"	"-0.46"	"0.63"	" (0.43-0.95)"	"5"	"0.026"
"7614"	"Q9NZC9"	"0.37"	"1.4"	" (0.99-2.1)"	"3.6"	"0.057"
"7615"	"Q9NZD2"	"-0.085"	"0.92"	" (0.63-1.3)"	"0.2"	"0.65"
"7616"	"Q9NZD4"	"-0.13"	"0.88"	" (0.6-1.3)"	"0.48"	"0.49"
"7617"	"Q9NZD8"	"0.11"	"1.1"	" (0.77-1.6)"	"0.34"	"0.56"
"7618"	"Q9NZE8"	"-0.0037"	"1"	" (0.67-1.5)"	"0.00034"	"0.99"
"7619"	"Q9NZF1"	"0.4"	"1.5"	" (1-2.2)"	"4.4"	"0.036"
"7620"	"Q9NZH0"	"-0.15"	"0.86"	" (0.55-1.3)"	"0.45"	"0.5"
"7621"	"Q9NZI7"	"-0.15"	"0.86"	" (0.59-1.3)"	"0.61"	"0.43"
"7622"	"Q9NZJ4"	"-0.058"	"0.94"	" (0.63-1.4)"	"0.077"	"0.78"
"7623"	"Q9NZJ5"	"-0.15"	"0.86"	" (0.57-1.3)"	"0.49"	"0.48"
"7624"	"Q9NZJ6"	"-0.52"	"0.6"	" (0.41-0.87)"	"7.4"	"0.0066"
"7625"	"Q9NZJ7"	"0.086"	"1.1"	" (0.75-1.6)"	"0.21"	"0.65"
"7626"	"Q9NZK5"	"0.12"	"1.1"	" (0.78-1.6)"	"0.39"	"0.53"
"7627"	"Q9NZL4"	"0.28"	"1.3"	" (0.91-1.9)"	"2.2"	"0.14"
"7628"	"Q9NZL9"	"0.49"	"1.6"	" (1.1-2.4)"	"6.6"	"0.01"
"7629"	"Q9NZM1"	"0.18"	"1.2"	" (0.82-1.7)"	"0.86"	"0.35"
"7630"	"Q9NZM3"	"0.27"	"1.3"	" (0.91-1.9)"	"2.1"	"0.15"
"7631"	"Q9NZM5"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.54"	"0.46"
"7632"	"Q9NZN3"	"-0.39"	"0.68"	" (0.47-0.99)"	"4.2"	"0.041"
"7633"	"Q9NZN4"	"-0.39"	"0.67"	" (0.46-0.98)"	"4.3"	"0.038"
"7634"	"Q9NZN5"	"-0.14"	"0.87"	" (0.6-1.3)"	"0.55"	"0.46"
"7635"	"Q9NZN8"	"0.12"	"1.1"	" (0.78-1.6)"	"0.38"	"0.54"
"7636"	"Q9NZP8"	"0.23"	"1.3"	" (0.86-1.8)"	"1.4"	"0.23"
"7637"	"Q9NZQ3"	"0.16"	"1.2"	" (0.81-1.7)"	"0.72"	"0.4"
"7638"	"Q9NZR1"	"-0.58"	"0.56"	" (0.38-0.81)"	"9.4"	"0.0022"
"7639"	"Q9NZT2"	"0.17"	"1.2"	" (0.82-1.7)"	"0.79"	"0.38"
"7640"	"Q9NZU0"	"0.38"	"1.5"	" (0.95-2.2)"	"3"	"0.085"
"7641"	"Q9NZU5"	"-0.18"	"0.83"	" (0.58-1.2)"	"0.92"	"0.34"
"7642"	"Q9NZV1"	"-0.054"	"0.95"	" (0.61-1.5)"	"0.056"	"0.81"
"7643"	"Q9NZV5"	"0.35"	"1.4"	" (0.98-2.1)"	"3.4"	"0.066"
"7644"	"Q9NZW5"	"0.019"	"1"	" (0.7-1.5)"	"0.01"	"0.92"
"7645"	"Q9NZZ3"	"-0.09"	"0.91"	" (0.63-1.3)"	"0.23"	"0.63"
"7646"	"Q9P000"	"0.044"	"1"	" (0.72-1.5)"	"0.054"	"0.82"
"7647"	"Q9P003"	"0.28"	"1.3"	" (0.91-1.9)"	"2.2"	"0.14"
"7648"	"Q9P013"	"-0.084"	"0.92"	" (0.63-1.3)"	"0.2"	"0.66"
"7649"	"Q9P015"	"0.052"	"1.1"	" (0.73-1.5)"	"0.077"	"0.78"
"7650"	"Q9P016"	"-0.38"	"0.68"	" (0.47-0.99)"	"4"	"0.045"
"7651"	"Q9P032"	"-0.44"	"0.65"	" (0.44-0.94)"	"5.3"	"0.021"
"7652"	"Q9P035"	"-0.3"	"0.74"	" (0.51-1.1)"	"2.6"	"0.11"
"7653"	"Q9P0B6"	"0.041"	"1"	" (0.69-1.6)"	"0.038"	"0.85"
"7654"	"Q9P0I2"	"0.096"	"1.1"	" (0.76-1.6)"	"0.26"	"0.61"
"7655"	"Q9P0J0"	"-0.12"	"0.89"	" (0.61-1.3)"	"0.39"	"0.53"
"7656"	"Q9P0J1"	"-0.18"	"0.84"	" (0.58-1.2)"	"0.87"	"0.35"
"7657"	"Q9P0J6"	"-0.034"	"0.97"	" (0.66-1.4)"	"0.031"	"0.86"
"7658"	"Q9P0J7"	"-0.46"	"0.63"	" (0.44-0.92)"	"5.7"	"0.017"
"7659"	"Q9P0K1"	"-0.079"	"0.92"	" (0.64-1.3)"	"0.17"	"0.68"
"7660"	"Q9P0K7"	"2e-04"	"1"	" (0.69-1.4)"	"1.1e-06"	"1"
"7661"	"Q9P0L0"	"-0.04"	"0.96"	" (0.66-1.4)"	"0.044"	"0.83"
"7662"	"Q9P0M6"	"0.048"	"1"	" (0.72-1.5)"	"0.065"	"0.8"
"7663"	"Q9P0M9"	"-0.019"	"0.98"	" (0.68-1.4)"	"0.01"	"0.92"
"7664"	"Q9P0N9"	"0.26"	"1.3"	" (0.82-2)"	"1.2"	"0.27"
"7665"	"Q9P0P0"	"0.17"	"1.2"	" (0.8-1.8)"	"0.71"	"0.4"
"7666"	"Q9P0P8"	"-0.1"	"0.9"	" (0.61-1.3)"	"0.25"	"0.62"
"7667"	"Q9P0R6"	"0.2"	"1.2"	" (0.85-1.8)"	"1.2"	"0.28"
"7668"	"Q9P0S9"	"-0.093"	"0.91"	" (0.62-1.3)"	"0.23"	"0.63"
"7669"	"Q9P0U1"	"-0.25"	"0.78"	" (0.51-1.2)"	"1.4"	"0.24"
"7670"	"Q9P0U4"	"0.16"	"1.2"	" (0.81-1.7)"	"0.74"	"0.39"
"7671"	"Q9P0V3"	"0.13"	"1.1"	" (0.79-1.7)"	"0.51"	"0.48"
"7672"	"Q9P0V9"	"0.3"	"1.3"	" (0.93-2)"	"2.5"	"0.11"
"7673"	"Q9P107"	"0.23"	"1.3"	" (0.87-1.8)"	"1.5"	"0.22"
"7674"	"Q9P121"	"-0.13"	"0.88"	" (0.61-1.3)"	"0.44"	"0.51"
"7675"	"Q9P1F3"	"0.27"	"1.3"	" (0.88-1.9)"	"1.7"	"0.19"
"7676"	"Q9P1Q0"	"-0.033"	"0.97"	" (0.65-1.4)"	"0.027"	"0.87"
"7677"	"Q9P1U1"	"-0.37"	"0.69"	" (0.45-1.1)"	"3"	"0.085"
"7678"	"Q9P1Y5"	"-0.25"	"0.78"	" (0.54-1.1)"	"1.7"	"0.19"
"7679"	"Q9P1Y6"	"0.083"	"1.1"	" (0.74-1.6)"	"0.18"	"0.67"
"7680"	"Q9P1Z0"	"-0.23"	"0.79"	" (0.51-1.2)"	"1.1"	"0.3"
"7681"	"Q9P1Z2"	"0.044"	"1"	" (0.72-1.5)"	"0.055"	"0.81"
"7682"	"Q9P206"	"0.061"	"1.1"	" (0.73-1.5)"	"0.1"	"0.75"
"7683"	"Q9P215"	"-0.19"	"0.83"	" (0.57-1.2)"	"0.99"	"0.32"
"7684"	"Q9P219"	"-0.2"	"0.82"	" (0.55-1.2)"	"0.97"	"0.32"
"7685"	"Q9P227"	"0.071"	"1.1"	" (0.71-1.6)"	"0.12"	"0.73"
"7686"	"Q9P246"	"0.25"	"1.3"	" (0.87-1.9)"	"1.6"	"0.21"
"7687"	"Q9P253"	"0.044"	"1"	" (0.72-1.5)"	"0.055"	"0.82"
