symbol	Entrez	UNIPROT	EV_number of experiment	Colorectal cancer cells	Ovarian cancer cells	Breast cancer cells	Kidney cancer cells	Glioblastoma cells	Lung cancer cells	Stomach cancer cells	Hepatoma cells	Pancreatic cancer cells	Pancreatic adenocarcinoma cells
TPD52L1	7164	Q16890	8	4	0	1	0	0	3	0	0	0	0
SYNGR1	9145	O43759	8	1	2	2	2	0	1	0	0	0	0
LPAR2	9170	Q9HBW0	8	1	4	1	0	0	2	0	0	0	0
POP7	10248	O75817	8	2	3	1	2	0	0	0	0	0	0
SMYD5	10322	Q6GMV2	8	3	2	0	0	0	3	0	0	0	0
CNOT10	25904	Q9H9A5	8	2	2	1	2	0	1	0	0	0	0
SLC39A3	29985	Q9BRY0	8	5	0	1	1	0	1	0	0	0	0
AMDHD2	51005	Q9Y303	8	1	3	2	0	0	2	0	0	0	0
YARS2	51067	Q9Y2Z4	8	4	1	1	2	0	0	0	0	0	0
PDZD11	51248	Q5EBL8	8	1	2	3	2	0	0	0	0	0	0
RRN3	54700	Q9NYV6	8	1	2	1	2	0	2	0	0	0	0
C1orf109	54955	Q9NX04	8	2	3	0	2	0	1	0	0	0	0
DCAF6	55827	Q58WW2	8	0	4	0	2	0	2	0	0	0	0
PLEKHA4	57664	Q9H4M7	8	3	2	0	2	0	1	0	0	0	0
MARK4	57787	Q96L34	8	2	1	4	0	0	1	0	0	0	0
SQRDL	58472	Q9Y6N5	8	3	3	0	2	0	0	0	0	0	0
TRPV4	59341	Q9HBA0	8	1	2	1	1	0	3	0	0	0	0
ELAC2	60528	Q9BQ52	8	3	1	1	1	0	2	0	0	0	0
HS1BP3	64342	Q53T59	8	2	2	3	1	0	0	0	0	0	0
MICAL1	64780	Q8TDZ2	8	2	2	1	2	0	1	0	0	0	0
MRPS9	64965	P82933	8	1	0	1	4	0	2	0	0	0	0
MRPL44	65080	Q9H9J2	8	0	2	1	4	0	1	0	0	0	0
PCYOX1L	78991	Q8NBM8	8	4	2	1	1	0	0	0	0	0	0
ATG9A	79065	Q7Z3C6	8	2	4	0	2	0	0	0	0	0	0
C2orf47	79568	Q8WWC4	8	2	0	1	2	0	3	0	0	0	0
TMC7	79905	Q7Z402	8	2	0	0	1	0	5	0	0	0	0
ITFG1	81533	Q8TB96	8	2	1	3	1	0	1	0	0	0	0
REG4	83998	Q9BYZ8	8	5	2	0	1	0	0	0	0	0	0
SARNP	84324	P82979	8	1	0	4	0	0	3	0	0	0	0
UNC119B	84747	A6NIH7	8	1	0	1	5	0	1	0	0	0	0
ZCCHC3	85364	Q9NUD5	8	2	2	1	2	0	1	0	0	0	0
MAL2	114569	Q969L2	8	3	1	2	1	0	1	0	0	0	0
NADKD1	133686	Q4G0N4	8	1	4	0	2	0	1	0	0	0	0
KRTCAP2	200185	Q8N6L1	8	3	1	3	0	0	1	0	0	0	0
NSUN6	221078	Q8TEA1	8	4	1	2	0	0	1	0	0	0	0
MXRA7	439921	P84157	8	2	1	1	4	0	0	0	0	0	0
SLC15A5	729025	A6NIM6	8	1	3	1	2	0	1	0	0	0	0
ALK	238	Q9UM73	8	1	4	1	1	0	1	0	0	0	0
AUP1	550	Q9Y679	8	2	3	0	2	0	1	0	0	0	0
CD74	972	P04233	8	3	2	0	2	0	1	0	0	0	0
COL8A1	1295	P27658	8	1	4	0	2	0	1	0	0	0	0
GNGT2	2793	O14610	8	0	5	1	0	0	2	0	0	0	0
GSK3A	2931	P49840	8	3	0	4	0	0	1	0	0	0	0
SERPIND1	3053	P05546	8	2	1	1	2	0	2	0	0	0	0
HMGCL	3155	P35914	8	4	1	0	2	0	1	0	0	0	0
ITGB2	3689	P05107	8	3	1	1	2	0	1	0	0	0	0
LBR	3930	Q14739	8	1	3	0	3	0	1	0	0	0	0
NUDT1	4521	P36639	8	4	1	1	2	0	0	0	0	0	0
NELL2	4753	Q99435	8	3	0	1	3	0	1	0	0	0	0
OSM	5008	P13725	8	1	1	1	3	0	2	0	0	0	0
P2RY4	5030	P51582	8	0	2	1	2	0	3	0	0	0	0
PMEL	6490	P40967	8	4	3	0	1	0	0	0	0	0	0
TBX6	6911	O95947	8	5	2	0	1	0	0	0	0	0	0
GAS7	8522	O60861	8	3	4	1	0	0	0	0	0	0	0
PSTPIP2	9050	Q9H939	8	2	0	0	4	0	2	0	0	0	0
KIF3B	9371	O15066	8	2	2	1	2	0	1	0	0	0	0
TSFM	10102	P43897	8	3	3	2	0	0	0	0	0	0	0
MPHOSPH10	10199	O00566	8	0	2	0	2	0	4	0	0	0	0
MCF2L2	23101	Q86YR7	8	2	1	1	1	0	3	0	0	0	0
BRP44	25874	O95563	8	4	0	0	1	0	3	0	0	0	0
SPCS1	28972	Q9Y6A9	8	5	0	1	0	0	2	0	0	0	0
COL5A3	50509	P25940	8	0	4	2	2	0	0	0	0	0	0
MRPL4	51073	Q9BYD3	8	2	1	2	2	0	1	0	0	0	0
TAF9B	51616	Q9HBM6	8	3	2	0	2	0	1	0	0	0	0
MRPS21	54460	P82921	8	1	5	0	1	0	1	0	0	0	0
TOR4A	54863	Q9NXH8	8	2	1	3	1	0	1	0	0	0	0
FANCI	55215	Q9NVI1	8	2	0	1	1	0	4	0	0	0	0
THADA	63892	Q6YHU6	8	3	1	1	2	0	1	0	0	0	0
UBXN6	80700	Q9BZV1	8	1	2	0	1	0	4	0	0	0	0
OR4A16	81327	Q8NH70	8	6	0	1	0	0	1	0	0	0	0
SLA2	84174	Q9H6Q3	8	2	0	2	0	0	4	0	0	0	0
RELT	84957	Q969Z4	8	2	2	0	1	0	3	0	0	0	0
ANGEL2	90806	Q5VTE6	8	1	1	1	5	0	0	0	0	0	0
NUP210L	91181	Q5VU65	8	5	1	0	2	0	0	0	0	0	0
PGLYRP3	114771	Q96LB9	8	1	4	1	1	0	1	0	0	0	0
PIK3AP1	118788	Q6ZUJ8	8	3	3	0	1	0	1	0	0	0	0
TNFAIP8L1	126282	Q8WVP5	8	1	1	2	1	0	3	0	0	0	0
AP1S3	130340	Q96PC3	8	2	2	0	2	0	2	0	0	0	0
PXDNL	137902	A1KZ92	8	4	2	1	1	0	0	0	0	0	0
SLC38A9	153129	Q8NBW4	8	1	3	0	1	0	3	0	0	0	0
NHLRC3	387921	Q5JS37	8	4	2	0	2	0	0	0	0	0	0
XAGE1E	653067	Q9HD64	8	2	1	0	3	0	2	0	0	0	0
BHMT	635	Q93088	8	0	4	1	1	2	0	0	0	0	0
COX6C	1345	P09669	8	2	0	1	2	0	3	0	0	0	0
EREG	2069	O14944	8	3	0	2	1	0	2	0	0	0	0
HABP2	3026	Q14520	8	1	3	2	0	0	2	0	0	0	0
MPV17	4358	P39210	8	1	3	3	1	0	0	0	0	0	0
PAFAH2	5051	Q99487	8	3	2	2	1	0	0	0	0	0	0
PRIM2	5558	P49643	8	0	0	2	1	0	5	0	0	0	0
SEMA3F	6405	Q13275	8	2	4	2	0	0	0	0	0	0	0
TK1	7083	P04183	8	0	5	3	0	0	0	0	0	0	0
PIP5K1B	8395	O14986	8	4	0	3	1	0	0	0	0	0	0
NCK2	8440	O43639	8	3	1	0	1	0	3	0	0	0	0
OGT	8473	O15294	8	1	2	3	1	0	1	0	0	0	0
B4GALT3	8703	O60512	8	2	2	3	0	0	1	0	0	0	0
ADAM21	8747	Q9UKJ8	8	0	3	0	2	0	3	0	0	0	0
MAD2L1BP	9587	Q15013	8	1	2	0	2	0	3	0	0	0	0
ELMO1	9844	Q92556	8	2	3	1	0	0	2	0	0	0	0
PTPRU	10076	Q92729	8	0	1	3	4	0	0	0	0	0	0
MOB4	25843	Q9Y3A3	8	2	1	1	0	0	4	0	0	0	0
NUDT15	55270	Q9NV35	8	3	4	1	0	0	0	0	0	0	0
ITLN1	55600	Q8WWA0	8	1	2	1	4	0	0	0	0	0	0
NECAP2	55707	Q9NVZ3	8	1	2	1	1	0	3	0	0	0	0
PPAN	56342	Q9NQ55	8	1	1	2	1	0	3	0	0	0	0
RAB17	64284	Q9H0T7	8	3	3	1	0	0	1	0	0	0	0
MRPS6	64968	P82932	8	0	2	1	3	0	2	0	0	0	0
MRPL40	64976	Q9NQ50	8	4	2	0	0	0	2	0	0	0	0
C1orf50	79078	Q9BV19	8	0	1	2	3	0	2	0	0	0	0
MYO15B	80022	Q96JP2	8	3	0	1	3	0	1	0	0	0	0
ADAMTS12	81792	P58397	8	3	4	1	0	0	0	0	0	0	0
SELO	83642	Q9BVL4	8	1	2	2	1	0	2	0	0	0	0
MARVELD3	91862	Q96A59	8	2	2	0	3	0	1	0	0	0	0
C11orf52	91894	Q96A22	8	3	2	2	1	0	0	0	0	0	0
SLFN13	146857	Q68D06	8	2	3	0	3	0	0	0	0	0	0
PRICKLE2	166336	Q7Z3G6	8	0	0	2	4	0	2	0	0	0	0
SAMD9L	219285	Q8IVG5	8	1	2	0	4	0	1	0	0	0	0
SPANXB1	728695	Q9NS25	8	0	3	1	3	0	1	0	0	0	0
CD7	924	P09564	8	1	2	1	1	0	3	0	0	0	0
ENPEP	2028	Q07075	8	3	1	2	2	0	0	0	0	0	0
ACSL1	2180	P33121	8	1	0	1	2	0	4	0	0	0	0
GNG11	2791	P61952	8	3	2	0	3	0	0	0	0	0	0
MYL2	4633	P10916	8	4	0	1	2	0	1	0	0	0	0
NDUFA10	4705	O95299	8	1	4	2	0	0	1	0	0	0	0
OLR1	4973	P78380	8	4	1	2	1	0	0	0	0	0	0
S100A1	6271	P23297	8	3	1	2	2	0	0	0	0	0	0
TTK	7272	P33981	8	0	1	0	3	0	4	0	0	0	0
UPK1B	7348	O75841	8	2	4	1	1	0	0	0	0	0	0
GIT2	9815	Q14161	8	3	0	0	4	0	1	0	0	0	0
CAPN9	10753	O14815	8	2	3	1	1	0	1	0	0	0	0
PDAP1	11333	Q13442	8	2	1	1	0	1	3	0	0	0	0
GGA2	23062	Q9UJY4	8	1	2	1	1	0	3	0	0	0	0
HMHA1	23526	Q92619	8	3	0	0	2	0	3	0	0	0	0
ADAMTSL4	54507	Q6UY14	8	1	2	0	4	0	1	0	0	0	0
WDR74	54663	Q6RFH5	8	2	2	1	1	0	2	0	0	0	0
HEATR3	55027	Q7Z4Q2	8	2	2	0	3	0	1	0	0	0	0
TMEM206	55248	Q9H813	8	3	1	0	1	0	3	0	0	0	0
ELOVL5	60481	Q9NYP7	8	4	2	0	2	0	0	0	0	0	0
MRPS34	65993	P82930	8	5	2	0	0	0	1	0	0	0	0
MAP1LC3B	81631	Q9GZQ8	8	2	2	1	2	0	1	0	0	0	0
KCTD6	200845	Q8NC69	8	0	2	2	1	0	3	0	0	0	0
OR2T6	254879	Q8NHC8	8	4	0	0	4	0	0	0	0	0	0
LIPM	340654	Q5VYY2	8	3	1	0	1	0	3	0	0	0	0
EIF3CL	728689	B5ME19	8	5	0	0	0	0	3	0	0	0	0
ALOX12	239	P18054	8	0	3	2	3	0	0	0	0	0	0
ANGPT1	284	Q15389	8	1	1	2	2	0	2	0	0	0	0
APOC1	341	P02654	8	4	1	1	1	0	1	0	0	0	0
DLAT	1737	P10515	8	0	2	2	1	0	3	0	0	0	0
NDUFA2	4695	O43678	8	3	3	0	2	0	0	0	0	0	0
PTCH1	5727	Q13635	8	2	2	1	1	0	2	0	0	0	0
RABIF	5877	P47224	8	4	1	2	0	0	1	0	0	0	0
MED20	9477	Q9H944	8	4	0	0	1	0	3	0	0	0	0
SAFB2	9667	Q14151	8	3	3	0	1	0	1	0	0	0	0
ACAD9	28976	Q9H845	8	2	1	2	1	0	2	0	0	0	0
GLYR1	84656	Q49A26	8	4	1	1	2	0	0	0	0	0	0
VASN	114990	Q6EMK4	8	3	2	0	2	0	1	0	0	0	0
MBOAT2	129642	Q6ZWT7	8	2	1	1	2	0	2	0	0	0	0
SREK1	140890	Q8WXA9	8	1	2	2	1	0	2	0	0	0	0
GNN	253724	Q6P2S7	8	0	5	0	3	0	0	0	0	0	0
UTS2D	257313	Q765I0	8	3	2	0	1	0	2	0	0	0	0
HSP90AB2P	391634	Q58FF8	8	3	2	0	1	0	2	0	0	0	0
CASP4	837	P49662	8	0	4	2	1	0	1	0	0	0	0
GYPA	2993	P02724	8	2	2	1	1	0	2	0	0	0	0
PCSK2	5126	P16519	8	0	1	1	2	0	4	0	0	0	0
SLC18A2	6571	Q05940	8	1	2	1	0	0	4	0	0	0	0
GALNT7	51809	Q86SF2	8	3	3	0	0	0	2	0	0	0	0
HAUS2	55142	Q9NVX0	8	2	2	1	0	0	3	0	0	0	0
FAM83C	128876	Q9BQN1	8	2	1	1	3	0	1	0	0	0	0
KRT80	144501	Q6KB66	8	4	4	0	0	0	0	0	0	0	0
KPNA5	3841	O15131	8	4	4	0	0	0	0	0	0	0	0
KRT86	3892	O43790	8	5	3	0	0	0	0	0	0	0	0
PRPH	5630	P41219	8	4	4	0	0	0	0	0	0	0	0
RTKN	6242	Q9BST9	8	3	2	0	0	0	3	0	0	0	0
SH3GL2	6456	Q99962	8	4	4	0	0	0	0	0	0	0	0
USP8	9101	P40818	8	3	1	0	0	0	4	0	0	0	0
MPRIP	23164	Q6WCQ1	8	3	3	0	2	0	0	0	0	0	0
CHCHD2	51142	Q9Y6H1	8	2	1	0	4	0	1	0	0	0	0
KRT20	54474	P35900	8	8	0	0	0	0	0	0	0	0	0
STRBP	55342	Q96SI9	8	5	3	0	0	0	0	0	0	0	0
PAK6	56924	A0A024R9Q4	8	6	2	0	0	0	0	0	0	0	0
DOCK6	57572	Q96HP0	8	5	3	0	0	0	0	0	0	0	0
ACPP	55	P15309	7	0	2	0	1	0	4	0	0	0	0
HIST1H2BJ	8970	P06899	7	7	0	0	0	0	0	0	0	0	0
CDH13	1012	P55290	7	3	1	0	0	0	3	0	0	0	0
PRKCB	5579	P05771	7	1	4	1	1	0	0	0	0	0	0
ODZ2	57451	Q9NT68	7	2	4	0	0	1	0	0	0	0	0
GJB1	2705	P08034	7	4	1	2	0	0	0	0	0	0	0
ICAM3	3385	P32942	7	2	0	0	3	0	2	0	0	0	0
IL8	3576	P10145	7	2	2	0	2	1	0	0	0	0	0
KRTCAP3	200634	Q53RY4	7	0	4	0	0	0	3	0	0	0	0
TSPAN33	340348	Q86UF1	7	3	3	1	0	0	0	0	0	0	0
BCL2L1	598	Q07817	7	3	3	0	0	0	1	0	0	0	0
MED21	9412	Q13503	7	2	1	1	1	0	2	0	0	0	0
RGS19	10287	P49795	7	2	2	1	0	0	2	0	0	0	0
IMMT	10989	Q16891	7	1	1	2	2	0	1	0	0	0	0
PPP1R14A	94274	Q96A00	7	1	2	0	2	0	2	0	0	0	0
MSI2	124540	Q96DH6	7	0	5	1	0	0	1	0	0	0	0
P2RY8	286530	Q86VZ1	7	3	1	0	0	0	3	0	0	0	0
PROS1	5627	P07225	7	3	3	1	0	0	0	0	0	0	0
ITSN1	6453	Q15811	7	1	2	1	2	0	1	0	0	0	0
TBXAS1	6916	P24557	7	2	3	0	2	0	0	0	0	0	0
HIC2	23119	Q96JB3	7	3	0	1	2	0	1	0	0	0	0
ABI3	51225	Q9P2A4	7	3	1	1	1	0	1	0	0	0	0
PITHD1	57095	Q9GZP4	7	0	2	2	0	0	3	0	0	0	0
GRHL2	79977	Q6ISB3	7	3	2	1	1	0	0	0	0	0	0
EFHD1	80303	Q9BUP0	7	3	2	1	0	0	1	0	0	0	0
RNASEH2C	84153	Q8TDP1	7	3	2	1	1	0	0	0	0	0	0
CEP41	95681	Q9BYV8	7	2	0	2	0	0	3	0	0	0	0
ZNF480	147657	Q8WV37	7	2	1	0	1	0	3	0	0	0	0
CYC1	1537	P08574	7	0	0	3	2	0	2	0	0	0	0
DCC	1630	P43146	7	2	3	1	1	0	0	0	0	0	0
SEPTIN1	1731	Q8WYJ6	7	3	2	0	2	0	0	0	0	0	0
ECM2	1842	O94769	7	0	3	0	2	0	2	0	0	0	0
IRAK1	3654	P51617	7	3	1	0	2	0	1	0	0	0	0
LSP1	4046	P33241	7	1	4	1	1	0	0	0	0	0	0
PRCP	5547	P42785	7	2	5	0	0	0	0	0	0	0	0
ST3GAL1	6482	Q11201	7	2	2	0	0	0	3	0	0	0	0
SYNPO	11346	Q8N3V7	7	2	0	0	3	0	2	0	0	0	0
OCIAD1	54940	Q9NX40	7	1	2	1	1	0	2	0	0	0	0
ARRDC3	57561	Q96B67	7	0	3	3	1	0	0	0	0	0	0
FAHD1	81889	Q6P587	7	2	1	0	2	0	2	0	0	0	0
GJA10	84694	Q969M2	7	1	5	1	0	0	0	0	0	0	0
C8orf47	203111	Q6P6B1	7	1	1	0	3	0	2	0	0	0	0
COL24A1	255631	Q17RW2	7	1	1	0	3	0	2	0	0	0	0
ADRA1D	146	P25100	7	2	2	0	1	0	2	0	0	0	0
BMX	660	P51813	7	2	2	1	1	0	1	0	0	0	0
CRABP1	1381	P29762	7	2	3	1	0	0	1	0	0	0	0
F2R	2149	P25116	7	2	2	1	1	0	1	0	0	0	0
SNCA	6622	P37840	7	1	3	1	1	0	1	0	0	0	0
OR3A3	8392	P47888	7	2	3	0	1	0	1	0	0	0	0
SUCLA2	8803	Q9P2R7	7	3	2	1	1	0	0	0	0	0	0
STMN2	11075	Q93045	7	2	3	2	0	0	0	0	0	0	0
GLTP	51228	Q9NZD2	7	4	1	1	0	0	1	0	0	0	0
POMP	51371	Q9Y244	7	1	3	1	0	0	2	0	0	0	0
RAB24	53917	Q969Q5	7	1	3	2	0	0	1	0	0	0	0
FN3K	64122	Q9H479	7	5	0	2	0	0	0	0	0	0	0
C15orf48	84419	Q9C002	7	2	3	1	1	0	0	0	0	0	0
PPP1R16A	84988	Q96I34	7	2	5	0	0	0	0	0	0	0	0
A2LD1	87769	Q9BVM4	7	4	0	2	1	0	0	0	0	0	0
PPP1R18	170954	Q6NYC8	7	2	1	2	1	0	1	0	0	0	0
C5orf51	285636	A6NDU8	7	2	0	3	2	0	0	0	0	0	0
CKMT1A	548596	C9J8F6	7	4	3	0	0	0	0	0	0	0	0
CD40LG	959	P29965	7	2	2	1	2	0	0	0	0	0	0
COL1A2	1278	P08123	7	2	2	2	1	0	0	0	0	0	0
CTSL1	1514	P07711	7	2	0	3	1	0	1	0	0	0	0
DFFA	1676	O00273	7	0	2	2	1	0	2	0	0	0	0
PAM	5066	P19021	7	2	1	0	2	0	2	0	0	0	0
POLR2J	5439	P52435	7	3	2	0	1	0	1	0	0	0	0
TNFAIP2	7127	Q03169	7	1	6	0	0	0	0	0	0	0	0
TYRP1	7306	P17643	7	3	1	3	0	0	0	0	0	0	0
SLC4A8	9498	Q2Y0W8	7	5	0	0	2	0	0	0	0	0	0
UBAP2L	9898	Q14157	7	3	0	1	1	0	2	0	0	0	0
ABCC5	10057	O15440	7	0	4	1	0	0	2	0	0	0	0
ANXA10	11199	Q9UJ72	7	3	1	3	0	0	0	0	0	0	0
AKAP13	11214	Q12802	7	1	4	1	1	0	0	0	0	0	0
ITGB3BP	23421	Q13352	7	0	3	2	0	0	2	0	0	0	0
CPA4	51200	Q9UI42	7	1	0	0	3	0	3	0	0	0	0
ABHD10	55347	Q9NUJ1	7	3	0	2	1	0	1	0	0	0	0
VPS11	55823	Q9H270	7	3	0	0	0	0	4	0	0	0	0
PLGRKT	55848	Q9HBL7	7	1	1	2	2	0	1	0	0	0	0
ALG1	56052	Q9BT22	7	2	1	2	0	0	2	0	0	0	0
SPANXC	64663	Q9NY87	7	2	2	0	2	0	1	0	0	0	0
MRPS5	64969	P82675	7	2	2	1	2	0	0	0	0	0	0
C2orf49	79074	Q9BVC5	7	1	2	1	3	0	0	0	0	0	0
PLEKHF2	79666	Q9H8W4	7	3	1	0	2	0	1	0	0	0	0
TMEM163	81615	Q8TC26	7	1	4	1	0	0	1	0	0	0	0
FBN3	84467	Q75N90	7	1	0	2	2	0	2	0	0	0	0
RPS19BP1	91582	Q86WX3	7	0	1	2	0	0	4	0	0	0	0
CHRDL1	91851	Q9BU40	7	1	3	1	0	0	2	0	0	0	0
HOGA1	112817	Q86XE5	7	2	4	1	0	0	0	0	0	0	0
LRRC15	131578	Q8TF66	7	5	1	1	0	0	0	0	0	0	0
CCNYL1	151195	Q8N7R7	7	2	0	0	1	0	4	0	0	0	0
SLFN5	162394	Q08AF3	7	0	0	2	3	0	2	0	0	0	0
C10orf35	219738	Q96D05	7	2	1	1	1	0	2	0	0	0	0
KRTAP13-2	337959	Q52LG2	7	2	1	0	2	0	2	0	0	0	0
HPX	3263	P02790	7	6	0	0	0	1	0	0	0	0	0
LETM1	3954	O95202	7	2	3	0	1	0	1	0	0	0	0
MFAP4	4239	P55083	7	4	1	1	1	0	0	0	0	0	0
MOG	4340	Q16653	7	5	1	1	0	0	0	0	0	0	0
PRKAR1B	5575	P31321	7	3	1	2	0	0	1	0	0	0	0
SPINT1	6692	O43278	7	1	5	1	0	0	0	0	0	0	0
UQCRH	7388	P07919	7	2	3	0	1	0	1	0	0	0	0
XYLB	9942	O75191	7	1	2	2	0	0	2	0	0	0	0
PTBP3	9991	O95758	7	2	1	1	2	0	1	0	0	0	0
CHST4	10164	Q8NCG5	7	2	3	0	2	0	0	0	0	0	0
RNASEH2A	10535	O75792	7	3	3	0	1	0	0	0	0	0	0
MRPL28	10573	Q13084	7	2	1	0	0	0	4	0	0	0	0
KIN	22944	O60870	7	2	3	2	0	0	0	0	0	0	0
MORC3	23515	Q14149	7	3	2	0	2	0	0	0	0	0	0
AFF4	27125	Q9UHB7	7	4	0	2	0	0	1	0	0	0	0
CCDC53	51019	Q9Y3C0	7	2	4	0	1	0	0	0	0	0	0
SGTB	54557	Q96EQ0	7	3	2	1	1	0	0	0	0	0	0
DUS3L	56931	Q96G46	7	2	1	0	3	0	1	0	0	0	0
AARS2	57505	Q5JTZ9	7	3	0	3	1	0	0	0	0	0	0
OTUB2	78990	Q96DC9	7	3	0	0	2	0	2	0	0	0	0
SPATA5L1	79029	Q9BVQ7	7	3	1	0	2	0	1	0	0	0	0
C10orf68	79741	Q96M83	7	0	3	1	1	0	2	0	0	0	0
RSPH6A	81492	Q9H0K4	7	0	4	0	2	0	1	0	0	0	0
NUDT12	83594	Q9BQG2	7	1	1	2	2	0	1	0	0	0	0
BCL2L12	83596	Q9HB09	7	3	2	1	1	0	0	0	0	0	0
LTV1	84946	Q96GA3	7	2	2	1	2	0	0	0	0	0	0
FOXN4	121643	Q96NZ1	7	0	0	1	3	0	3	0	0	0	0
FAM168B	130074	A1KXE4	7	4	0	2	1	0	0	0	0	0	0
POLR3H	171568	Q9Y535	7	4	2	0	0	0	1	0	0	0	0
TMEM192	201931	Q8IY95	7	2	3	0	0	0	2	0	0	0	0
ATOH7	220202	Q8N100	7	0	2	1	2	0	2	0	0	0	0
ATM	472	Q13315	7	3	2	1	0	0	1	0	0	0	0
CASP7	840	P55210	7	4	1	1	0	0	1	0	0	0	0
FCER1G	2207	P30273	7	2	2	1	0	0	2	0	0	0	0
GRK5	2869	P34947	7	4	0	1	1	0	1	0	0	0	0
GRPR	2925	P30550	7	1	2	0	1	0	3	0	0	0	0
HIST1H1T	3010	P22492	7	7	0	0	0	0	0	0	0	0	0
IFRD1	3475	O00458	7	2	2	2	1	0	0	0	0	0	0
IRF3	3661	Q14653	7	2	2	1	0	0	2	0	0	0	0
NDUFS6	4726	O75380	7	1	2	1	1	0	2	0	0	0	0
INPP4B	8821	O15327	7	5	1	1	0	0	0	0	0	0	0
GTF3C4	9329	Q9UKN8	7	1	3	0	1	0	2	0	0	0	0
ADAMTS3	9508	O15072	7	3	1	2	1	0	0	0	0	0	0
CEP135	9662	Q66GS9	7	2	1	1	3	0	0	0	0	0	0
XPO6	23214	Q96QU8	7	1	2	0	3	0	1	0	0	0	0
PLXNA3	55558	P51805	7	7	0	0	0	0	0	0	0	0	0
MRPS15	64960	P82914	7	2	1	2	1	0	1	0	0	0	0
TTC29	83894	Q8NA56	7	1	2	1	3	0	0	0	0	0	0
WDR75	84128	Q8IWA0	7	0	2	2	1	0	2	0	0	0	0
UTP15	84135	Q8TED0	7	0	1	2	2	0	2	0	0	0	0
CEP89	84902	Q96ST8	7	1	1	1	2	0	2	0	0	0	0
AP5B1	91056	Q2VPB7	7	1	2	0	3	0	1	0	0	0	0
HEATR7B2	133558	Q7Z745	7	2	2	0	3	0	0	0	0	0	0
PRUNE2	158471	Q8WUY3	7	3	2	0	0	0	2	0	0	0	0
PTRF	284119	Q6NZI2	7	0	5	1	0	0	1	0	0	0	0
LOC440335	440335	K7EJ46	7	2	1	2	0	0	2	0	0	0	0
UQCRFS1P1	100128525	P0C7P4	7	5	1	0	0	0	1	0	0	0	0
DCK	1633	P27707	7	1	4	2	0	0	0	0	0	0	0
GBAS	2631	O75323	7	3	0	1	1	0	2	0	0	0	0
MYL4	4635	P12829	7	1	1	1	0	0	4	0	0	0	0
LAMTOR3	8649	Q9UHA4	7	2	0	1	3	0	1	0	0	0	0
AP1S2	8905	P56377	7	0	3	0	0	0	4	0	0	0	0
EIF1AY	9086	O14602	7	6	1	0	0	0	0	0	0	0	0
RAB36	9609	O95755	7	1	1	3	1	0	1	0	0	0	0
LRRC17	10234	Q8N6Y2	7	2	4	0	1	0	0	0	0	0	0
MRPS27	23107	Q92552	7	2	3	0	2	0	0	0	0	0	0
SPO11	23626	Q9Y5K1	7	1	1	1	1	0	3	0	0	0	0
SULT1B1	27284	O43704	7	3	0	2	2	0	0	0	0	0	0
DDX25	29118	Q9UHL0	7	3	1	0	1	0	2	0	0	0	0
TXNDC12	51060	O95881	7	0	1	3	1	0	2	0	0	0	0
BPIFA1	51297	Q9NP55	7	1	2	1	2	0	1	0	0	0	0
DDX56	54606	Q9NY93	7	3	1	0	3	0	0	0	0	0	0
LPCAT2	54947	Q7L5N7	7	3	0	2	0	0	2	0	0	0	0
PBX4	80714	Q9BYU1	7	1	1	1	3	0	1	0	0	0	0
PPP1R2P3	153743	Q6NXS1	7	2	1	0	2	0	2	0	0	0	0
FAM150B	285016	Q6UX46	7	1	5	0	1	0	0	0	0	0	0
BLK	640	P51451	7	5	2	0	0	0	0	0	0	0	0
JUNB	3726	P17275	7	1	1	1	0	0	4	0	0	0	0
PPP3CB	5532	P16298	7	3	4	0	0	0	0	0	0	0	0
RPL3L	6123	Q92901	7	3	4	0	0	0	0	0	0	0	0
SNRPN	6638	P63162	7	3	4	0	0	0	0	0	0	0	0
KIFAP3	22920	Q92845	7	1	3	1	1	0	1	0	0	0	0
RPS6KA6	27330	Q9UK32	7	4	3	0	0	0	0	0	0	0	0
GEMIN7	79760	Q9H840	7	3	0	1	3	0	0	0	0	0	0
RALYL	138046	Q86SE5	7	3	4	0	0	0	0	0	0	0	0
ALDOB	229	P05062	7	5	0	0	0	2	0	0	0	0	0
ALPI	248	P09923	7	4	3	0	0	0	0	0	0	0	0
KRT83	3889	P78385	7	4	3	0	0	0	0	0	0	0	0
NEFH	4744	P12036	7	3	4	0	0	0	0	0	0	0	0
PPP3CC	5533	P48454	7	3	4	0	0	0	0	0	0	0	0
PRKAB1	5564	Q9Y478	7	4	0	0	0	0	3	0	0	0	0
RPS6KA2	6196	Q15349	7	4	3	0	0	0	0	0	0	0	0
TGFBR2	7048	P37173	7	0	5	0	0	0	2	0	0	0	0
FBP2	8789	O00757	7	4	0	0	2	0	1	0	0	0	0
SLC12A6	9990	Q9UHW9	7	3	4	0	0	0	0	0	0	0	0
HARS2	23438	P49590	7	3	4	0	0	0	0	0	0	0	0
SLC12A5	57468	Q9H2X9	7	3	4	0	0	0	0	0	0	0	0
MYH7B	57644	A7E2Y1	7	3	4	0	0	0	0	0	0	0	0
CPNE5	57699	Q9HCH3	7	3	4	0	0	0	0	0	0	0	0
CAPNS2	84290	Q96L46	7	3	4	0	0	0	0	0	0	0	0
STON2	85439	Q8WXE9	7	2	2	0	0	0	3	0	0	0	0
